ID	X	Y	Curve
74	2251	3.81	61230004_M
75	2282	3.835	61230004_M
76	2312	4.186	61230004_M
77	2343	4.757	61230004_M
78	2373	5.859	61230004_M
79	2404	6.228	61230004_M
80	2435	5.581	61230004_M
81	2465	5.442	61230004_M
82	2496	4.896	61230004_M
83	2526	4.497	61230004_M
84	2557	4.268	61230004_M
85	2588	4.035	61230004_M
86	2616	3.967	61230004_M
87	2647	3.919	61230004_M
88	2677	4.187	61230004_M
89	2708	4.869	61230004_M
90	2738	5.479	61230004_M
91	2769	5.771	61230004_M
92	2800	5.361	61230004_M
93	2830	4.823	61230004_M
94	2861	4.506	61230004_M
95	2891	4.22	61230004_M
96	2922	3.94	61230004_M
97	2953	3.913	61230004_M
98	2982	3.683	61230004_M
99	3013	3.858	61230004_M
100	3043	3.992	61230004_M
101	3074	3.999	61230004_M
102	3104	4.449	61230004_M
103	3135	4.392	61230004_M
104	3166	4.293	61230004_M
105	3196	4.299	61230004_M
106	3227	3.995	61230004_M
107	3257	3.675	61230004_M
108	3288	3.519	61230004_M
109	3319	3.471	61230004_M
110	3347	3.384	61230004_M
111	3378	3.546	61230004_M
112	3408	4.245	61230004_M
113	3439	4.549	61230004_M
114	3469	5.663	61230004_M
115	3500	5.431	61230004_M
116	3531	5.222	61230004_M
117	3561	4.614	61230004_M
118	3592	4.264	61230004_M
119	3622	4.152	61230004_M
120	3653	3.825	61230004_M
121	3684	3.634	61230004_M
122	3712	3.953	61230004_M
123	3743	3.718	61230004_M
124	3773	4.046	61230004_M
125	3804	4.366	61230004_M
126	3834	5.29	61230004_M
127	3865	5.365	61230004_M
128	3896	4.949	61230004_M
129	3926	4.81	61230004_M
130	3957	4.613	61230004_M
131	3987	4.159	61230004_M
132	4018	3.811	61230004_M
133	4049	3.678	61230004_M
134	4077	3.674	61230004_M
135	4108	4.009	61230004_M
136	4138	3.841	61230004_M
137	4169	4.208	61230004_M
138	4199	4.447	61230004_M
139	4230	4.549	61230004_M
140	4261	4.42	61230004_M
141	4291	4.548	61230004_M
142	4322	4.202	61230004_M
143	4352	3.87	61230004_M
144	4383	3.602	61230004_M
145	4414	3.499	61230004_M
146	4443	3.427	61230004_M
147	4474	3.529	61230004_M
148	4504	3.939	61230004_M
149	4535	4.448	61230004_M
150	4565	5.13	61230004_M
151	4596	5.759	61230004_M
152	4627	5.88	61230004_M
153	4657	5.171	61230004_M
154	4688	4.904	61230004_M
155	4718	4.344	61230004_M
156	4749	3.989	61230004_M
157	4780	3.9	61230004_M
158	4808	3.759	61230004_M
159	4839	3.722	61230004_M
160	4869	4.171	61230004_M
161	4900	4.818	61230004_M
162	4930	5.546	61230004_M
163	4961	6.425	61230004_M
164	4992	5.732	61230004_M
165	5022	5.445	61230004_M
166	5053	4.978	61230004_M
167	5083	4.48	61230004_M
168	5114	4.091	61230004_M
169	5145	3.878	61230004_M
170	5173	3.817	61230004_M
171	5204	3.761	61230004_M
172	5234	3.952	61230004_M
173	5265	4.559	61230004_M
174	5295	4.592	61230004_M
175	5326	5.098	61230004_M
176	5357	4.778	61230004_M
177	5387	4.417	61230004_M
178	5418	4.209	61230004_M
179	5448	3.925	61230004_M
180	5479	3.656	61230004_M
181	5510	3.543	61230004_M
182	5538	3.498	61230004_M
183	5569	3.579	61230004_M
184	5599	3.738	61230004_M
185	5630	4.138	61230004_M
186	5660	4.581	61230004_M
187	5691	5.165	61230004_M
188	5722	4.839	61230004_M
189	5752	4.669	61230004_M
190	5783	4.233	61230004_M
191	5813	3.969	61230004_M
192	5844	3.665	61230004_M
193	5875	3.763	61230004_M
194	5904	3.613	61230004_M
195	5935	3.566	61230004_M
196	5965	3.855	61230004_M
197	5996	4.12	61230004_M
198	6026	4.175	61230004_M
199	6057	4.388	61230004_M
200	6088	4.408	61230004_M
201	6118	4.199	61230004_M
202	6149	3.981	61230004_M
203	6179	3.837	61230004_M
204	6210	3.546	61230004_M
205	6241	3.472	61230004_M
206	6269	3.38	61230004_M
207	6300	3.409	61230004_M
208	6330	3.455	61230004_M
209	6361	4.112	61230004_M
210	6391	4.421	61230004_M
211	6422	4.765	61230004_M
212	6453	4.887	61230004_M
213	6483	4.451	61230004_M
214	6514	4.512	61230004_M
215	6544	4	61230004_M
216	6575	3.65	61230004_M
217	6606	3.545	61230004_M
218	6634	3.507	61230004_M
219	6665	3.517	61230004_M
220	6695	3.569	61230004_M
221	6726	4.137	61230004_M
222	6756	4.551	61230004_M
223	6787	4.779	61230004_M
224	6818	4.346	61230004_M
225	6848	4.447	61230004_M
226	6879	4.04	61230004_M
227	6909	3.757	61230004_M
228	6940	3.663	61230004_M
229	6971	3.505	61230004_M
230	6999	3.424	61230004_M
231	7030	3.556	61230004_M
232	7060	3.823	61230004_M
233	7091	4.147	61230004_M
234	7121	5.197	61230004_M
235	7152	5.316	61230004_M
236	7183	4.88	61230004_M
237	7213	4.723	61230004_M
238	7244	4.459	61230004_M
239	7274	4.27	61230004_M
240	7305	3.86	61230004_M
241	7336	3.651	61230004_M
242	7365	3.785	61230004_M
243	7396	3.642	61230004_M
244	7426	4.197	61230004_M
245	7457	4.414	61230004_M
246	7487	4.709	61230004_M
247	7518	5.092	61230004_M
248	7549	4.891	61230004_M
249	7579	4.597	61230004_M
250	7610	4.373	61230004_M
251	7640	4.04	61230004_M
252	7671	3.869	61230004_M
253	7702	3.65	61230004_M
254	7730	3.575	61230004_M
255	7761	3.626	61230004_M
256	7791	3.808	61230004_M
257	7822	4.734	61230004_M
258	7852	5.217	61230004_M
259	7883	5.495	61230004_M
260	7914	5.364	61230004_M
261	7944	5.106	61230004_M
262	7975	4.554	61230004_M
263	8005	4.475	61230004_M
264	8036	3.985	61230004_M
265	8067	4.683	61230004_M
266	8095	4.196	61230004_M
267	8126	3.963	61230004_M
268	8156	3.913	61230004_M
269	8187	4.204	61230004_M
270	8217	5.077	61230004_M
271	8248	5.413	61230004_M
272	8279	5.114	61230004_M
273	8309	4.837	61230004_M
274	8340	4.501	61230004_M
275	8370	4.075	61230004_M
276	8401	3.828	61230004_M
277	8432	3.626	61230004_M
278	8460	3.778	61230004_M
279	8491	3.738	61230004_M
280	8521	3.905	61230004_M
281	8552	4.019	61230004_M
282	8582	5.04	61230004_M
283	8613	5.102	61230004_M
284	8644	5.173	61230004_M
285	8674	4.853	61230004_M
286	8705	4.32	61230004_M
287	8735	4.061	61230004_M
288	8766	3.745	61230004_M
289	8797	3.61	61230004_M
290	8826	3.559	61230004_M
291	8857	3.603	61230004_M
292	8887	3.827	61230004_M
293	8890	3.924	61230004_M
294	8918	4.508	61230004_M
295	8948	4.692	61230004_M
296	8979	4.678	61230004_M
297	9010	4.711	61230004_M
298	9040	4.505	61230004_M
299	9071	4.174	61230004_M
300	9101	4.207	61230004_M
301	9132	3.882	61230004_M
302	9163	3.605	61230004_M
303	9191	3.558	61230004_M
304	9222	3.625	61230004_M
305	9252	4.214	61230004_M
306	9283	4.215	61230004_M
307	9313	4.64	61230004_M
308	9344	4.767	61230004_M
309	9375	4.787	61230004_M
310	9405	4.479	61230004_M
311	9436	4.192	61230004_M
312	9466	3.896	61230004_M
313	9497	3.605	61230004_M
314	9528	3.533	61230004_M
315	9556	3.596	61230004_M
316	9587	3.627	61230004_M
317	9617	3.639	61230004_M
318	9648	4.004	61230004_M
319	9678	4.273	61230004_M
320	9709	4.711	61230004_M
321	9740	4.542	61230004_M
322	9770	4.264	61230004_M
323	9801	4.013	61230004_M
324	9831	3.733	61230004_M
325	9862	3.497	61230004_M
326	9893	3.407	61230004_M
327	9921	3.322	61230004_M
328	9952	3.62	61230004_M
329	9982	4.227	61230004_M
330	10013	4.127	61230004_M
331	10043	5.059	61230004_M
332	10074	5.629	61230004_M
333	10105	5.192	61230004_M
334	10135	4.988	61230004_M
335	10166	4.555	61230004_M
336	10196	4.318	61230004_M
337	10227	4.02	61230004_M
338	10258	3.737	61230004_M
339	10287	3.661	61230004_M
340	10318	3.675	61230004_M
341	10348	3.927	61230004_M
342	10379	4.521	61230004_M
343	10409	5.474	61230004_M
344	10440	5.4	61230004_M
345	10471	5.087	61230004_M
346	10501	4.968	61230004_M
347	10532	4.487	61230004_M
348	10562	4.168	61230004_M
349	10593	3.82	61230004_M
350	10624	3.784	61230004_M
351	10652	3.876	61230004_M
352	10683	3.727	61230004_M
353	10713	4.009	61230004_M
354	10744	4.47	61230004_M
355	10774	4.527	61230004_M
356	10805	5.136	61230004_M
357	10836	4.784	61230004_M
358	10866	4.611	61230004_M
359	10897	4.462	61230004_M
360	10927	3.994	61230004_M
