ID	X	Y	Curve
74	2251	3.81	61230004_M
75	2282	3.835	61230004_M
76	2312	4.186	61230004_M
77	2343	4.757	61230004_M
78	2373	5.859	61230004_M
79	2404	6.228	61230004_M
80	2435	5.581	61230004_M
81	2465	5.442	61230004_M
82	2496	4.896	61230004_M
83	2526	4.497	61230004_M
84	2557	4.268	61230004_M
85	2588	4.035	61230004_M
86	2616	3.967	61230004_M
87	2647	3.919	61230004_M
88	2677	4.187	61230004_M
89	2708	4.869	61230004_M
90	2738	5.479	61230004_M
91	2769	5.771	61230004_M
92	2800	5.361	61230004_M
93	2830	4.823	61230004_M
94	2861	4.506	61230004_M
95	2891	4.22	61230004_M
96	2922	3.94	61230004_M
97	2953	3.913	61230004_M
98	2982	3.683	61230004_M
99	3013	3.858	61230004_M
100	3043	3.992	61230004_M
101	3074	3.999	61230004_M
102	3104	4.449	61230004_M
103	3135	4.392	61230004_M
104	3166	4.293	61230004_M
105	3196	4.299	61230004_M
106	3227	3.995	61230004_M
107	3257	3.675	61230004_M
108	3288	3.519	61230004_M
109	3319	3.471	61230004_M
110	3347	3.384	61230004_M
111	3378	3.546	61230004_M
112	3408	4.245	61230004_M
113	3439	4.549	61230004_M
114	3469	5.663	61230004_M
115	3500	5.431	61230004_M
116	3531	5.222	61230004_M
117	3561	4.614	61230004_M
118	3592	4.264	61230004_M
119	3622	4.152	61230004_M
120	3653	3.825	61230004_M
121	3684	3.634	61230004_M
122	3712	3.953	61230004_M
123	3743	3.718	61230004_M
124	3773	4.046	61230004_M
125	3804	4.366	61230004_M
126	3834	5.29	61230004_M
127	3865	5.365	61230004_M
128	3896	4.949	61230004_M
129	3926	4.81	61230004_M
130	3957	4.613	61230004_M
131	3987	4.159	61230004_M
132	4018	3.811	61230004_M
133	4049	3.678	61230004_M
134	4077	3.674	61230004_M
135	4108	4.009	61230004_M
136	4138	3.841	61230004_M
137	4169	4.208	61230004_M
138	4199	4.447	61230004_M
139	4230	4.549	61230004_M
140	4261	4.42	61230004_M
141	4291	4.548	61230004_M
142	4322	4.202	61230004_M
143	4352	3.87	61230004_M
144	4383	3.602	61230004_M
145	4414	3.499	61230004_M
146	4443	3.427	61230004_M
147	4474	3.529	61230004_M
148	4504	3.939	61230004_M
149	4535	4.448	61230004_M
150	4565	5.13	61230004_M
151	4596	5.759	61230004_M
152	4627	5.88	61230004_M
153	4657	5.171	61230004_M
154	4688	4.904	61230004_M
155	4718	4.344	61230004_M
156	4749	3.989	61230004_M
157	4780	3.9	61230004_M
158	4808	3.759	61230004_M
159	4839	3.722	61230004_M
160	4869	4.171	61230004_M
161	4900	4.818	61230004_M
162	4930	5.546	61230004_M
163	4961	6.425	61230004_M
164	4992	5.732	61230004_M
165	5022	5.445	61230004_M
166	5053	4.978	61230004_M
167	5083	4.48	61230004_M
168	5114	4.091	61230004_M
169	5145	3.878	61230004_M
170	5173	3.817	61230004_M
171	5204	3.761	61230004_M
172	5234	3.952	61230004_M
173	5265	4.559	61230004_M
174	5295	4.592	61230004_M
175	5326	5.098	61230004_M
176	5357	4.778	61230004_M
177	5387	4.417	61230004_M
178	5418	4.209	61230004_M
179	5448	3.925	61230004_M
180	5479	3.656	61230004_M
181	5510	3.543	61230004_M
182	5538	3.498	61230004_M
183	5569	3.579	61230004_M
184	5599	3.738	61230004_M
185	5630	4.138	61230004_M
186	5660	4.581	61230004_M
187	5691	5.165	61230004_M
188	5722	4.839	61230004_M
189	5752	4.669	61230004_M
190	5783	4.233	61230004_M
191	5813	3.969	61230004_M
192	5844	3.665	61230004_M
193	5875	3.763	61230004_M
194	5904	3.613	61230004_M
195	5935	3.566	61230004_M
196	5965	3.855	61230004_M
197	5996	4.12	61230004_M
198	6026	4.175	61230004_M
199	6057	4.388	61230004_M
200	6088	4.408	61230004_M
201	6118	4.199	61230004_M
202	6149	3.981	61230004_M
203	6179	3.837	61230004_M
204	6210	3.546	61230004_M
205	6241	3.472	61230004_M
206	6269	3.38	61230004_M
207	6300	3.409	61230004_M
208	6330	3.455	61230004_M
209	6361	4.112	61230004_M
210	6391	4.421	61230004_M
211	6422	4.765	61230004_M
212	6453	4.887	61230004_M
213	6483	4.451	61230004_M
214	6514	4.512	61230004_M
215	6544	4	61230004_M
216	6575	3.65	61230004_M
217	6606	3.545	61230004_M
218	6634	3.507	61230004_M
219	6665	3.517	61230004_M
220	6695	3.569	61230004_M
221	6726	4.137	61230004_M
222	6756	4.551	61230004_M
223	6787	4.779	61230004_M
224	6818	4.346	61230004_M
225	6848	4.447	61230004_M
226	6879	4.04	61230004_M
227	6909	3.757	61230004_M
228	6940	3.663	61230004_M
229	6971	3.505	61230004_M
230	6999	3.424	61230004_M
231	7030	3.556	61230004_M
232	7060	3.823	61230004_M
233	7091	4.147	61230004_M
234	7121	5.197	61230004_M
235	7152	5.316	61230004_M
236	7183	4.88	61230004_M
237	7213	4.723	61230004_M
238	7244	4.459	61230004_M
239	7274	4.27	61230004_M
240	7305	3.86	61230004_M
241	7336	3.651	61230004_M
242	7365	3.785	61230004_M
243	7396	3.642	61230004_M
244	7426	4.197	61230004_M
245	7457	4.414	61230004_M
246	7487	4.709	61230004_M
247	7518	5.092	61230004_M
248	7549	4.891	61230004_M
249	7579	4.597	61230004_M
250	7610	4.373	61230004_M
251	7640	4.04	61230004_M
252	7671	3.869	61230004_M
253	7702	3.65	61230004_M
254	7730	3.575	61230004_M
255	7761	3.626	61230004_M
256	7791	3.808	61230004_M
257	7822	4.734	61230004_M
258	7852	5.217	61230004_M
259	7883	5.495	61230004_M
260	7914	5.364	61230004_M
261	7944	5.106	61230004_M
262	7975	4.554	61230004_M
263	8005	4.475	61230004_M
264	8036	3.985	61230004_M
265	8067	4.683	61230004_M
266	8095	4.196	61230004_M
267	8126	3.963	61230004_M
268	8156	3.913	61230004_M
269	8187	4.204	61230004_M
270	8217	5.077	61230004_M
271	8248	5.413	61230004_M
272	8279	5.114	61230004_M
273	8309	4.837	61230004_M
274	8340	4.501	61230004_M
275	8370	4.075	61230004_M
276	8401	3.828	61230004_M
277	8432	3.626	61230004_M
278	8460	3.778	61230004_M
279	8491	3.738	61230004_M
280	8521	3.905	61230004_M
281	8552	4.019	61230004_M
282	8582	5.04	61230004_M
283	8613	5.102	61230004_M
284	8644	5.173	61230004_M
285	8674	4.853	61230004_M
286	8705	4.32	61230004_M
287	8735	4.061	61230004_M
288	8766	3.745	61230004_M
289	8797	3.61	61230004_M
290	8826	3.559	61230004_M
291	8857	3.603	61230004_M
292	8887	3.827	61230004_M
293	8890	3.924	61230004_M
294	8918	4.508	61230004_M
295	8948	4.692	61230004_M
296	8979	4.678	61230004_M
297	9010	4.711	61230004_M
298	9040	4.505	61230004_M
299	9071	4.174	61230004_M
300	9101	4.207	61230004_M
301	9132	3.882	61230004_M
302	9163	3.605	61230004_M
303	9191	3.558	61230004_M
304	9222	3.625	61230004_M
305	9252	4.214	61230004_M
306	9283	4.215	61230004_M
307	9313	4.64	61230004_M
308	9344	4.767	61230004_M
309	9375	4.787	61230004_M
310	9405	4.479	61230004_M
311	9436	4.192	61230004_M
312	9466	3.896	61230004_M
313	9497	3.605	61230004_M
314	9528	3.533	61230004_M
315	9556	3.596	61230004_M
316	9587	3.627	61230004_M
317	9617	3.639	61230004_M
318	9648	4.004	61230004_M
319	9678	4.273	61230004_M
320	9709	4.711	61230004_M
321	9740	4.542	61230004_M
322	9770	4.264	61230004_M
323	9801	4.013	61230004_M
324	9831	3.733	61230004_M
325	9862	3.497	61230004_M
326	9893	3.407	61230004_M
327	9921	3.322	61230004_M
328	9952	3.62	61230004_M
329	9982	4.227	61230004_M
330	10013	4.127	61230004_M
331	10043	5.059	61230004_M
332	10074	5.629	61230004_M
333	10105	5.192	61230004_M
334	10135	4.988	61230004_M
335	10166	4.555	61230004_M
336	10196	4.318	61230004_M
337	10227	4.02	61230004_M
338	10258	3.737	61230004_M
339	10287	3.661	61230004_M
340	10318	3.675	61230004_M
341	10348	3.927	61230004_M
342	10379	4.521	61230004_M
343	10409	5.474	61230004_M
344	10440	5.4	61230004_M
345	10471	5.087	61230004_M
346	10501	4.968	61230004_M
347	10532	4.487	61230004_M
348	10562	4.168	61230004_M
349	10593	3.82	61230004_M
350	10624	3.784	61230004_M
351	10652	3.876	61230004_M
352	10683	3.727	61230004_M
353	10713	4.009	61230004_M
354	10744	4.47	61230004_M
355	10774	4.527	61230004_M
356	10805	5.136	61230004_M
357	10836	4.784	61230004_M
358	10866	4.611	61230004_M
359	10897	4.462	61230004_M
360	10927	3.994	61230004_M
361	0	3.494	61230005_M
362	31	3.413	61230005_M
363	60	3.329	61230005_M
364	91	3.389	61230005_M
365	121	3.619	61230005_M
366	152	3.805	61230005_M
367	182	5.301	61230005_M
368	213	6.126	61230005_M
369	244	5.888	61230005_M
370	274	5.103	61230005_M
371	305	4.812	61230005_M
372	335	4.295	61230005_M
373	366	4.079	61230005_M
374	397	3.885	61230005_M
375	425	3.77	61230005_M
376	456	3.917	61230005_M
377	486	4.291	61230005_M
378	517	4.329	61230005_M
379	547	5.15	61230005_M
380	578	5.244	61230005_M
381	609	5.131	61230005_M
382	639	4.711	61230005_M
383	670	4.325	61230005_M
384	700	3.968	61230005_M
385	731	3.822	61230005_M
386	762	3.626	61230005_M
387	790	3.642	61230005_M
388	821	3.588	61230005_M
389	851	3.744	61230005_M
390	882	4.912	61230005_M
391	912	5.415	61230005_M
392	943	5.892	61230005_M
393	974	6.042	61230005_M
394	1004	5.423	61230005_M
395	1035	5.091	61230005_M
396	1065	4.803	61230005_M
397	1096	4.357	61230005_M
398	1127	4.127	61230005_M
399	1155	3.964	61230005_M
400	1186	3.892	61230005_M
401	1216	4.229	61230005_M
402	1247	5.515	61230005_M
403	1277	5.984	61230005_M
404	1308	6.29	61230005_M
405	1339	6.423	61230005_M
406	1369	5.82	61230005_M
407	1400	5.096	61230005_M
408	1430	4.477	61230005_M
409	1461	4.228	61230005_M
410	1492	4.016	61230005_M
411	1521	3.893	61230005_M
412	1552	3.909	61230005_M
413	1582	4.109	61230005_M
414	1613	4.216	61230005_M
415	1643	5.622	61230005_M
416	1674	6.364	61230005_M
417	1705	5.983	61230005_M
418	1735	5.203	61230005_M
419	1766	4.897	61230005_M
420	1796	4.49	61230005_M
421	1827	4.252	61230005_M
422	1858	3.989	61230005_M
423	1886	3.855	61230005_M
424	1917	4.019	61230005_M
425	1947	4.213	61230005_M
426	1978	4.841	61230005_M
427	2008	5.226	61230005_M
428	2039	5.285	61230005_M
429	2070	5.206	61230005_M
430	2100	4.873	61230005_M
431	2131	4.799	61230005_M
432	2161	4.458	61230005_M
433	2192	4.235	61230005_M
434	2223	4.001	61230005_M
435	2251	3.813	61230005_M
436	2282	3.838	61230005_M
437	2312	4.189	61230005_M
438	2343	4.76	61230005_M
439	2373	5.862	61230005_M
440	2404	6.233	61230005_M
441	2435	5.586	61230005_M
442	2465	5.445	61230005_M
443	2496	4.899	61230005_M
444	2526	4.501	61230005_M
445	2557	4.272	61230005_M
446	2588	4.039	61230005_M
447	2616	3.97	61230005_M
448	2647	3.922	61230005_M
449	2677	4.19	61230005_M
450	2708	4.873	61230005_M
451	2738	5.482	61230005_M
452	2769	5.775	61230005_M
453	2800	5.366	61230005_M
454	2830	4.828	61230005_M
455	2861	4.51	61230005_M
456	2891	4.224	61230005_M
457	2922	3.943	61230005_M
458	2953	3.916	61230005_M
459	2982	3.686	61230005_M
460	3013	3.861	61230005_M
461	3043	3.995	61230005_M
462	3074	4.003	61230005_M
463	3104	4.452	61230005_M
464	3135	4.395	61230005_M
465	3166	4.296	61230005_M
466	3196	4.302	61230005_M
467	3227	3.999	61230005_M
468	3257	3.678	61230005_M
469	3288	3.522	61230005_M
470	3319	3.474	61230005_M
471	3347	3.386	61230005_M
472	3378	3.548	61230005_M
473	3408	4.248	61230005_M
474	3439	4.552	61230005_M
475	3469	5.666	61230005_M
476	3500	5.435	61230005_M
477	3531	5.226	61230005_M
478	3561	4.618	61230005_M
479	3592	4.268	61230005_M
480	3622	4.156	61230005_M
481	3653	3.829	61230005_M
482	3684	3.637	61230005_M
483	3712	3.956	61230005_M
484	3743	3.721	61230005_M
485	3773	4.049	61230005_M
486	3804	4.369	61230005_M
487	3834	5.293	61230005_M
488	3865	5.368	61230005_M
489	3896	4.953	61230005_M
490	3926	4.814	61230005_M
491	3957	4.616	61230005_M
492	3987	4.162	61230005_M
493	4018	3.815	61230005_M
494	4049	3.681	61230005_M
495	4077	3.677	61230005_M
496	4108	4.012	61230005_M
497	4138	3.844	61230005_M
498	4169	4.211	61230005_M
499	4199	4.45	61230005_M
500	4230	4.552	61230005_M
501	4261	4.424	61230005_M
502	4291	4.552	61230005_M
503	4322	4.206	61230005_M
504	4352	3.873	61230005_M
505	4383	3.606	61230005_M
506	4414	3.502	61230005_M
507	4443	3.43	61230005_M
508	4474	3.532	61230005_M
509	4504	3.942	61230005_M
510	4535	4.451	61230005_M
511	4565	5.134	61230005_M
512	4596	5.763	61230005_M
513	4627	5.883	61230005_M
514	4657	5.175	61230005_M
515	4688	4.909	61230005_M
516	4718	4.348	61230005_M
517	4749	3.993	61230005_M
518	4780	3.903	61230005_M
519	4808	3.762	61230005_M
520	4839	3.725	61230005_M
521	4869	4.174	61230005_M
522	4900	4.821	61230005_M
523	4930	5.549	61230005_M
524	4961	6.428	61230005_M
525	4992	5.736	61230005_M
526	5022	5.449	61230005_M
527	5053	4.982	61230005_M
528	5083	4.484	61230005_M
529	5114	4.095	61230005_M
530	5145	3.881	61230005_M
531	5173	3.82	61230005_M
532	5204	3.765	61230005_M
533	5234	3.955	61230005_M
534	5265	4.562	61230005_M
535	5295	4.596	61230005_M
536	5326	5.101	61230005_M
537	5357	4.782	61230005_M
538	5387	4.421	61230005_M
539	5418	4.212	61230005_M
540	5448	3.928	61230005_M
541	5479	3.659	61230005_M
542	5510	3.546	61230005_M
543	5538	3.5	61230005_M
544	5569	3.582	61230005_M
545	5599	3.741	61230005_M
546	5630	4.141	61230005_M
547	5660	4.584	61230005_M
548	5691	5.168	61230005_M
549	5722	4.843	61230005_M
550	5752	4.673	61230005_M
551	5783	4.237	61230005_M
552	5813	3.973	61230005_M
553	5844	3.668	61230005_M
554	5875	3.766	61230005_M
555	5904	3.616	61230005_M
556	5935	3.569	61230005_M
557	5965	3.857	61230005_M
558	5996	4.123	61230005_M
559	6026	4.179	61230005_M
560	6057	4.392	61230005_M
561	6088	4.411	61230005_M
562	6118	4.203	61230005_M
563	6149	3.984	61230005_M
564	6179	3.84	61230005_M
565	6210	3.549	61230005_M
566	6241	3.475	61230005_M
567	6269	3.383	61230005_M
568	6300	3.412	61230005_M
569	6330	3.458	61230005_M
570	6361	4.114	61230005_M
571	6391	4.424	61230005_M
572	6422	4.768	61230005_M
573	6453	4.89	61230005_M
574	6483	4.455	61230005_M
575	6514	4.515	61230005_M
576	6544	4.004	61230005_M
577	6575	3.653	61230005_M
578	6606	3.548	61230005_M
579	6634	3.51	61230005_M
580	6665	3.52	61230005_M
581	6695	3.571	61230005_M
582	6726	4.14	61230005_M
583	6756	4.554	61230005_M
584	6787	4.783	61230005_M
585	6818	4.35	61230005_M
586	6848	4.451	61230005_M
587	6879	4.044	61230005_M
588	6909	3.76	61230005_M
589	6940	3.666	61230005_M
590	6971	3.508	61230005_M
591	6999	3.426	61230005_M
592	7030	3.559	61230005_M
593	7060	3.826	61230005_M
594	7091	4.15	61230005_M
595	7121	5.2	61230005_M
596	7152	5.319	61230005_M
597	7183	4.884	61230005_M
598	7213	4.727	61230005_M
599	7244	4.463	61230005_M
600	7274	4.273	61230005_M
601	7305	3.864	61230005_M
602	7336	3.654	61230005_M
603	7365	3.788	61230005_M
604	7396	3.645	61230005_M
605	7426	4.2	61230005_M
606	7457	4.417	61230005_M
607	7487	4.713	61230005_M
608	7518	5.096	61230005_M
609	7549	4.895	61230005_M
610	7579	4.601	61230005_M
611	7610	4.377	61230005_M
612	7640	4.043	61230005_M
613	7671	3.872	61230005_M
614	7702	3.653	61230005_M
615	7730	3.578	61230005_M
616	7761	3.629	61230005_M
617	7791	3.811	61230005_M
618	7822	4.737	61230005_M
619	7852	5.22	61230005_M
620	7883	5.498	61230005_M
621	7914	5.368	61230005_M
622	7944	5.109	61230005_M
623	7975	4.558	61230005_M
624	8005	4.479	61230005_M
625	8036	3.988	61230005_M
626	8067	4.686	61230005_M
627	8095	4.2	61230005_M
628	8126	3.966	61230005_M
629	8156	3.916	61230005_M
630	8187	4.207	61230005_M
631	8217	5.081	61230005_M
632	8248	5.417	61230005_M
633	8279	5.118	61230005_M
634	8309	4.841	61230005_M
635	8340	4.505	61230005_M
636	8370	4.079	61230005_M
637	8401	3.831	61230005_M
638	8432	3.629	61230005_M
639	8460	3.781	61230005_M
640	8491	3.741	61230005_M
641	8521	3.908	61230005_M
642	8552	4.022	61230005_M
643	8582	5.043	61230005_M
644	8613	5.105	61230005_M
645	8644	5.176	61230005_M
646	8674	4.857	61230005_M
647	8705	4.324	61230005_M
648	8735	4.065	61230005_M
649	8766	3.748	61230005_M
650	8797	3.613	61230005_M
651	8826	3.562	61230005_M
652	8857	3.606	61230005_M
653	8887	3.829	61230005_M
654	8890	3.927	61230005_M
655	8918	4.511	61230005_M
656	8948	4.695	61230005_M
657	8979	4.682	61230005_M
658	9010	4.715	61230005_M
659	9040	4.509	61230005_M
660	9071	4.178	61230005_M
661	9101	4.21	61230005_M
662	9132	3.885	61230005_M
663	9163	3.608	61230005_M
664	9191	3.561	61230005_M
665	9222	3.628	61230005_M
666	9252	4.217	61230005_M
667	9283	4.218	61230005_M
668	9313	4.643	61230005_M
669	9344	4.77	61230005_M
670	9375	4.791	61230005_M
671	9405	4.482	61230005_M
672	9436	4.195	61230005_M
673	9466	3.9	61230005_M
674	9497	3.609	61230005_M
675	9528	3.535	61230005_M
676	9556	3.599	61230005_M
677	9587	3.63	61230005_M
678	9617	3.642	61230005_M
679	9648	4.007	61230005_M
680	9678	4.276	61230005_M
681	9709	4.714	61230005_M
682	9740	4.546	61230005_M
683	9770	4.267	61230005_M
684	9801	4.016	61230005_M
685	9831	3.736	61230005_M
686	9862	3.5	61230005_M
687	9893	3.41	61230005_M
688	9921	3.325	61230005_M
689	9952	3.623	61230005_M
690	9982	4.23	61230005_M
691	10013	4.13	61230005_M
692	10043	5.062	61230005_M
693	10074	5.632	61230005_M
694	10105	5.196	61230005_M
695	10135	4.992	61230005_M
696	10166	4.559	61230005_M
697	10196	4.321	61230005_M
698	10227	4.023	61230005_M
699	10258	3.741	61230005_M
700	10287	3.665	61230005_M
701	10318	3.678	61230005_M
702	10348	3.93	61230005_M
703	10379	4.524	61230005_M
704	10409	5.477	61230005_M
705	10440	5.404	61230005_M
706	10471	5.091	61230005_M
707	10501	4.972	61230005_M
708	10532	4.491	61230005_M
709	10562	4.172	61230005_M
710	10593	3.824	61230005_M
711	10624	3.787	61230005_M
712	10652	3.879	61230005_M
713	10683	3.73	61230005_M
714	10713	4.012	61230005_M
715	10744	4.473	61230005_M
716	10774	4.53	61230005_M
717	10805	5.14	61230005_M
718	10836	4.788	61230005_M
719	10866	4.615	61230005_M
720	10897	4.466	61230005_M
721	10927	3.997	61230005_M
722	0	10.475	61230013_M
723	31	10.412	61230013_M
724	60	10.368	61230013_M
725	91	10.452	61230013_M
726	121	10.715	61230013_M
727	152	10.753	61230013_M
728	182	11.917	61230013_M
729	213	12.21	61230013_M
730	244	11.818	61230013_M
731	274	11.205	61230013_M
732	305	11.196	61230013_M
733	335	10.918	61230013_M
734	366	10.72	61230013_M
735	397	10.721	61230013_M
736	425	10.697	61230013_M
737	456	10.814	61230013_M
738	486	11.193	61230013_M
739	517	11.026	61230013_M
740	547	11.684	61230013_M
741	578	11.575	61230013_M
742	609	11.469	61230013_M
743	639	11.132	61230013_M
744	670	10.93	61230013_M
745	700	10.765	61230013_M
746	731	10.638	61230013_M
747	762	10.565	61230013_M
748	790	10.635	61230013_M
749	821	10.493	61230013_M
750	851	10.712	61230013_M
751	882	11.652	61230013_M
752	912	11.872	61230013_M
753	943	11.958	61230013_M
754	974	11.843	61230013_M
755	1004	11.414	61230013_M
756	1035	11.293	61230013_M
757	1065	10.905	61230013_M
758	1096	10.869	61230013_M
759	1127	10.735	61230013_M
760	1155	10.689	61230013_M
761	1186	10.663	61230013_M
762	1216	11.035	61230013_M
763	1247	11.913	61230013_M
764	1277	12.02	61230013_M
765	1308	12.041	61230013_M
766	1339	11.913	61230013_M
767	1369	11.408	61230013_M
768	1400	11.133	61230013_M
769	1430	10.82	61230013_M
770	1461	10.699	61230013_M
771	1492	10.699	61230013_M
772	1521	10.691	61230013_M
773	1552	10.748	61230013_M
774	1582	10.967	61230013_M
775	1613	10.984	61230013_M
776	1643	12.069	61230013_M
777	1674	12.157	61230013_M
778	1705	11.7	61230013_M
779	1735	11.234	61230013_M
780	1766	11.02	61230013_M
781	1796	10.967	61230013_M
782	1827	10.749	61230013_M
783	1858	10.57	61230013_M
784	1886	10.645	61230013_M
785	1917	10.847	61230013_M
786	1947	11.062	61230013_M
787	1978	11.526	61230013_M
788	2008	11.624	61230013_M
789	2039	11.562	61230013_M
790	2070	11.435	61230013_M
791	2100	11.166	61230013_M
792	2131	10.966	61230013_M
793	2161	11.046	61230013_M
794	2192	10.872	61230013_M
795	2223	10.775	61230013_M
796	2251	10.686	61230013_M
797	2282	10.723	61230013_M
798	2312	11.063	61230013_M
799	2343	11.462	61230013_M
800	2373	12.107	61230013_M
801	2404	12.034	61230013_M
802	2435	11.468	61230013_M
803	2465	11.479	61230013_M
804	2496	11.095	61230013_M
805	2526	10.763	61230013_M
806	2557	10.791	61230013_M
807	2588	10.714	61230013_M
808	2616	10.764	61230013_M
809	2647	10.654	61230013_M
810	2677	11.023	61230013_M
811	2708	11.529	61230013_M
812	2738	11.828	61230013_M
813	2769	11.828	61230013_M
814	2800	11.457	61230013_M
815	2830	11.049	61230013_M
816	2861	10.889	61230013_M
817	2891	10.756	61230013_M
818	2922	10.594	61230013_M
819	2953	10.758	61230013_M
820	2982	10.656	61230013_M
821	3013	10.74	61230013_M
822	3043	10.884	61230013_M
823	3074	10.769	61230013_M
824	3104	11.264	61230013_M
825	3135	11.091	61230013_M
826	3166	10.993	61230013_M
827	3196	11.045	61230013_M
828	3227	10.778	61230013_M
829	3257	10.632	61230013_M
830	3288	10.525	61230013_M
831	3319	10.464	61230013_M
832	3347	10.245	61230013_M
833	3378	10.612	61230013_M
834	3408	11.168	61230013_M
835	3439	11.35	61230013_M
836	3469	12.119	61230013_M
837	3500	11.627	61230013_M
838	3531	11.444	61230013_M
839	3561	10.914	61230013_M
840	3592	10.804	61230013_M
841	3622	10.802	61230013_M
842	3653	10.735	61230013_M
843	3684	10.51	61230013_M
844	3712	10.876	61230013_M
845	3743	10.555	61230013_M
846	3773	10.96	61230013_M
847	3804	11.176	61230013_M
848	3834	11.828	61230013_M
849	3865	11.707	61230013_M
850	3896	11.319	61230013_M
851	3926	11.247	61230013_M
852	3957	11.066	61230013_M
853	3987	10.785	61230013_M
854	4018	10.674	61230013_M
855	4049	10.66	61230013_M
856	4077	10.662	61230013_M
857	4108	10.801	61230013_M
858	4138	10.577	61230013_M
859	4169	11.101	61230013_M
860	4199	11.238	61230013_M
861	4230	11.239	61230013_M
862	4261	11.137	61230013_M
863	4291	11.168	61230013_M
864	4322	10.793	61230013_M
865	4352	10.741	61230013_M
866	4383	10.538	61230013_M
867	4414	10.461	61230013_M
868	4443	10.449	61230013_M
869	4474	10.56	61230013_M
870	4504	11.053	61230013_M
871	4535	11.411	61230013_M
872	4565	11.753	61230013_M
873	4596	12.004	61230013_M
874	4627	11.802	61230013_M
875	4657	11.306	61230013_M
876	4688	11.165	61230013_M
877	4718	10.886	61230013_M
878	4749	10.683	61230013_M
879	4780	10.754	61230013_M
880	4808	10.688	61230013_M
881	4839	10.616	61230013_M
882	4869	11.172	61230013_M
883	4900	11.536	61230013_M
884	4930	11.872	61230013_M
885	4961	12.218	61230013_M
886	4992	11.507	61230013_M
887	5022	11.422	61230013_M
888	5053	10.997	61230013_M
889	5083	10.848	61230013_M
890	5114	10.706	61230013_M
891	5145	10.656	61230013_M
892	5173	10.658	61230013_M
893	5204	10.606	61230013_M
894	5234	10.775	61230013_M
895	5265	11.307	61230013_M
896	5295	11.246	61230013_M
897	5326	11.627	61230013_M
898	5357	11.13	61230013_M
899	5387	10.895	61230013_M
900	5418	10.897	61230013_M
901	5448	10.677	61230013_M
902	5479	10.565	61230013_M
903	5510	10.478	61230013_M
904	5538	10.497	61230013_M
905	5569	10.586	61230013_M
906	5599	10.713	61230013_M
907	5630	11.102	61230013_M
908	5660	11.403	61230013_M
909	5691	11.677	61230013_M
910	5722	11.327	61230013_M
911	5752	11.281	61230013_M
912	5783	10.794	61230013_M
913	5813	10.731	61230013_M
914	5844	10.565	61230013_M
915	5875	10.868	61230013_M
916	5904	10.591	61230013_M
917	5935	10.558	61230013_M
918	5965	10.814	61230013_M
919	5996	11.082	61230013_M
920	6026	11.046	61230013_M
921	6057	11.238	61230013_M
922	6088	11.222	61230013_M
923	6118	10.983	61230013_M
924	6149	10.664	61230013_M
925	6179	10.868	61230013_M
926	6210	10.594	61230013_M
927	6241	10.517	61230013_M
928	6269	10.451	61230013_M
929	6300	10.504	61230013_M
930	6330	10.476	61230013_M
931	6361	11.154	61230013_M
932	6391	11.33	61230013_M
933	6422	11.46	61230013_M
934	6453	11.423	61230013_M
935	6483	11.011	61230013_M
936	6514	11.11	61230013_M
937	6544	10.8	61230013_M
